_link,_link_daily_16,dt,rain,pressure,humidity,uvi,speed,deg,clouds,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,snow
27.data.10,27,1490266800,,960.38,0,16.35,1.06,205,10,311.26,292.53,311.26,294.5,304.02,292.53,
27.data.11,27,1490353200,,960.31,0,16.35,1.53,154,2,311.99,292.66,311.99,295.16,304.61,292.66,
27.data.12,27,1490439600,,958.67,0,16.35,2.57,98,3,313.15,293.31,313.15,296.59,305.92,293.31,
27.data.13,27,1490526000,0.52,957.68,0,16.35,3.62,121,38,313.37,296.77,313.37,299.2,306.58,296.77,
27.data.14,27,1490612400,2.12,957.63,0,16.35,1.28,167,0,312,296,312,300.09,306.31,296,
27.data.15,27,1490698800,2.55,957.77,0,16.35,2.36,209,20,310.98,295.6,310.98,298.2,305.95,295.6,
27.data.16,27,1490785200,1.95,958.62,0,16.35,3.29,208,23,298.2,298.2,298.2,298.2,298.2,298.2,
28.data.0,28,1489460400,,978.01,74,2.74,1.25,21,76,276.02,271.46,276.09,271.46,274.33,274.13,1.07
28.data.1,28,1489546800,,981.49,64,2.83,2.06,359,24,276.13,267.25,276.13,267.48,273.07,267.25,0.01
28.data.2,28,1489633200,,979.52,53,2.91,2.31,342,8,277.01,262.63,277.28,262.63,274.34,265.05,
28.data.3,28,1489719600,,1005.24,0,3.18,1.98,311,10,277.78,267.01,277.78,267.01,269.7,274,
28.data.4,28,1489806000,,1008.76,0,3.15,2.4,280,15,278.72,270.11,278.72,270.11,270.95,274.91,
28.data.5,28,1489892400,0.3,1006.84,0,3.21,3.94,334,41,279.05,275.6,279.05,275.6,276.62,275.99,0
28.data.6,28,1489978800,,1009.34,0,3.21,1.06,296,9,280.25,272.7,280.25,272.7,273.62,277.08,
28.data.7,28,1490065200,0.71,1002.91,0,3.21,0.81,221,82,278.46,272.54,278.46,272.54,273.92,275.75,0.01
28.data.8,28,1490151600,,999.29,0,3.21,3.5,290,25,276.14,270.31,276.14,270.31,273.35,274.07,0.7
28.data.9,28,1490238000,,1000.7,0,3.21,3.01,279,31,276.23,268.02,276.23,268.02,271.31,273.85,0.49
28.data.10,28,1490324400,0.28,998.02,0,3.21,2.59,259,20,276.71,270.66,276.71,270.66,272.39,274.95,0.52
28.data.11,28,1490410800,4.09,993.96,0,3.21,3.36,206,40,276.26,273.12,276.26,273.12,273.95,275.71,0.58
28.data.12,28,1490497200,1.08,993.9,0,3.21,2.21,249,61,277.52,270.38,277.52,270.38,273.82,275.54,0.09
28.data.13,28,1490583600,,1002.92,0,3.21,2.46,229,2,279.9,272.76,279.9,272.76,273.55,276.4,
28.data.14,28,1490670000,,999.47,0,3.21,2.24,245,0,282.55,271.55,282.55,271.55,273.93,277.29,
28.data.15,28,1490756400,,1000.36,0,3.21,1.41,175,73,278.6,278.6,278.6,278.6,278.6,278.6,
29.data.0,29,1489395600,4,828.72,0,3.75,0.92,112,31,279.78,273.76,279.78,273.76,274.44,276.32,0.4
29.data.1,29,1489482000,,771.98,83,3.76,0.33,125,92,273.57,269,273.57,269.75,272.36,269,1.17
29.data.2,29,1489568400,,770.07,83,3.59,0.21,168,76,272.72,268.68,272.72,269.15,270.98,268.68,2.64
29.data.3,29,1489654800,,767.85,76,3.74,0.26,143,76,269.49,266.21,269.52,266.21,268.58,268.16,3.9
29.data.4,29,1489741200,,831.3,0,3.35,0.6,191,71,274.55,267.36,274.55,267.36,267.76,271.78,2.15
29.data.5,29,1489827600,1.03,828.6,0,3.86,0.47,176,78,276.15,271.69,276.15,271.69,272.56,272.02,4.7
29.data.6,29,1489914000,1.55,827.04,0,4.19,0.09,266,97,273.72,269.88,273.72,269.88,272,272.7,8.54
29.data.7,29,1490000400,0.35,828.75,0,4.19,0.71,125,24,277.72,268.65,277.72,268.65,272.3,272.35,0.17
29.data.8,29,1490086800,1.52,827.72,0,4.19,0.74,174,28,279.07,270.92,279.07,270.92,271.79,274.26,0.75
29.data.9,29,1490173200,2.67,833.67,0,4.19,0.51,199,54,277.1,273.1,277.1,273.1,273.96,274.79,2.1
29.data.10,29,1490259600,0.73,833.32,0,4.19,0.4,192,23,277.06,271.45,277.06,271.45,272.82,273.83,1.93
29.data.11,29,1490346000,0.57,833.86,0,4.19,0.93,107,21,278.99,272.46,278.99,272.46,273.86,274.61,0.02
29.data.12,29,1490432400,0.55,832.42,0,4.19,0.51,151,8,280.25,272.14,280.25,272.14,273.67,276.06,
29.data.13,29,1490518800,1.18,829.41,0,4.19,0.66,170,51,279.22,273.05,279.22,273.05,273.98,275.82,
29.data.14,29,1490605200,2.38,828.54,0,4.19,0.76,3,38,278.45,273.59,278.45,273.59,274.56,276.6,0.06
29.data.15,29,1490691600,1.83,838.4,0,4.19,0.75,341,47,276.88,272.6,276.88,272.6,273.4,275.3,0.71
29.data.16,29,1490778000,,842.5,0,4.19,0.26,285,40,272.6,272.6,272.6,272.6,272.6,272.6,
30.data.0,30,1489395600,7.52,942,0,3.32,0.57,48,50,287.33,277.89,287.33,277.89,280.24,281.64,
30.data.1,30,1489482000,6.85,863.49,100,3.34,0.73,239,92,276.61,273.05,276.61,273.05,274.81,274.48,4.86
30.data.2,30,1489568400,3.17,862.24,99,3.13,0.76,222,92,275.77,272.05,275.77,272.05,273.68,272.18,5.74
30.data.3,30,1489654800,,860.83,76,3.22,0.91,224,88,275.59,271.51,275.59,271.51,273.33,271.61,0.7
30.data.4,30,1489741200,1.73,949.04,0,2.98,0.86,215,32,279.25,274.31,279.25,274.36,274.31,276.68,0.19
30.data.5,30,1489827600,10.31,945.73,0,3.51,0.12,141,98,277.85,275.99,277.85,275.99,276.71,276.32,0.79
30.data.6,30,1489914000,1.45,944.98,0,3.76,0.65,337,72,279.67,274.73,279.67,274.73,275.95,276.9,0.08
30.data.7,30,1490000400,0.23,944.46,0,3.76,0.29,126,8,283.02,272.75,283.02,272.75,275.4,277.25,0.01
30.data.8,30,1490086800,1.93,942.22,0,3.76,1.88,190,90,283.57,276.42,283.57,276.42,278.34,280.16,
30.data.9,30,1490173200,1.61,951.41,0,3.76,1.95,220,84,279.7,274.5,279.7,274.5,276.76,277.79,0.19
30.data.10,30,1490259600,,950.86,0,3.76,0.91,270,41,282.31,273.7,282.31,273.7,276.37,277.13,0
30.data.11,30,1490346000,,949.57,0,3.76,1.01,354,44,285.04,275.46,285.04,275.46,278.01,279.21,
30.data.12,30,1490432400,2.63,946.92,0,3.76,1.02,83,56,284.45,275.79,284.45,275.79,278.02,279.66,0
30.data.13,30,1490518800,3.11,942.69,0,3.76,1.03,101,92,285.32,276.3,285.32,276.3,280.48,281.87,
30.data.14,30,1490605200,4.01,945.47,0,3.76,1.07,263,40,284.15,277.84,284.15,277.84,279.06,282.65,
30.data.15,30,1490691600,1.18,956.35,0,3.76,0.46,228,29,283.33,275.95,283.33,275.95,277.55,279.15,
30.data.16,30,1490778000,,959.63,0,3.76,1.01,92,25,275.95,275.95,275.95,275.95,275.95,275.95,
31.data.0,31,1489406400,,1035.01,0,2.35,3.83,306,0,285.48,279.74,285.84,280.26,285.84,279.74,
31.data.1,31,1489492800,,1037.24,85,2.35,6.11,260,8,286.36,277.75,288.11,282.26,286.86,277.75,
31.data.2,31,1489579200,,1040.48,90,2.4,2.06,247,8,285.65,279.04,287.38,279.62,285.71,279.04,
31.data.3,31,1489665600,,1030.12,81,2.06,5.6,210,0,287.97,278.33,289.63,283.1,288.01,278.33,
31.data.4,31,1489752000,1.5,1025.44,0,2.48,7.64,253,91,281.3,278.28,285.06,285.06,283.86,278.28,
31.data.5,31,1489838400,1.99,1011.39,0,2.73,11.5,263,96,286.75,283.39,286.75,283.39,285.76,284.97,
31.data.6,31,1489924800,1.76,1006.79,0,2.17,12.7,298,81,282.77,280.53,282.77,280.53,282.6,281.45,
31.data.7,31,1490011200,3.45,1013.97,0,2.17,4.47,240,46,284.37,281,284.85,282.75,284.85,281,
31.data.8,31,1490097600,10.68,1008.08,0,2.17,3.08,109,34,284.22,281.22,284.22,281.22,283.09,281.71,
31.data.9,31,1490184000,1.18,1023.54,0,2.17,9.16,81,64,282.45,280.94,282.45,281.05,282.01,280.94,
31.data.10,31,1490270400,,1029.28,0,2.17,8,94,0,282.51,278.63,282.51,279.5,281.47,278.63,
31.data.11,31,1490356800,,1024.75,0,2.17,7.51,96,0,282.59,277.66,282.59,278.46,279.96,277.66,
31.data.12,31,1490443200,0.76,1010.35,0,2.17,7.6,96,75,279.15,276.71,279.15,278.69,278.72,276.71,
31.data.13,31,1490529600,1.44,1002.27,0,2.17,7.53,137,76,284.52,280.82,284.52,281.15,284.08,280.82,
31.data.14,31,1490616000,0.71,1014.37,0,2.17,9.8,58,37,281.7,279.44,281.7,279.44,281.01,280.3,
31.data.15,31,1490702400,5.99,1024.03,0,2.17,10.68,31,82,280.43,279,280.43,279.3,279.6,279,
31.data.16,31,1490788800,1.51,1027.11,0,2.17,9.39,49,90,279.3,279.3,279.3,279.3,279.3,279.3,
32.data.0,32,1489402800,,1032.38,0,1.85,1.82,161,23,280.98,271.47,280.98,273.71,277.89,271.47,
32.data.1,32,1489489200,,1035.7,89,1.93,5.21,269,64,281.62,274.34,283.16,280.38,281.51,274.34,
32.data.2,32,1489575600,,1035.13,77,2.18,7.86,295,0,283.1,277.72,283.23,277.72,280.76,280.69,
32.data.3,32,1489662000,,1033.85,82,2.28,4.1,288,0,283.32,275.93,284.03,277.25,280.86,275.93,
32.data.4,32,1489748400,0.5,1019.56,0,2.38,7.48,269,46,282.55,279.71,282.55,279.71,281.11,280.18,
32.data.5,32,1489834800,7.96,1004.91,0,2.33,8.69,257,100,283.2,280.82,283.2,282.94,283.06,280.82,
32.data.6,32,1489921200,10.29,996.66,0,1.95,9.81,248,59,281.82,277.83,281.82,277.83,279.85,281.75,
32.data.7,32,1490007600,1.78,1013.97,0,1.95,7.11,271,42,280.77,276.65,280.77,278.55,280.35,276.65,
32.data.8,32,1490094000,,1017.81,0,1.95,6.61,338,2,280.12,273.52,280.12,273.52,277.74,277.01,
32.data.9,32,1490180400,,1035.3,0,1.95,7.27,67,0,281.1,272.59,281.1,275.45,278.06,272.59,
32.data.10,32,1490266800,,1038.2,0,1.95,6.7,79,0,280.26,273.43,280.26,274,277.47,273.43,
32.data.11,32,1490353200,0.49,1031.64,0,1.95,6.22,72,0,279.84,273.41,279.84,275.21,277.81,273.41,
32.data.12,32,1490439600,,1020.69,0,1.95,8.7,101,17,280.25,273.66,280.25,277.34,279.52,273.66,
32.data.13,32,1490526000,,1016.05,0,1.95,7.42,88,0,282.67,275.82,282.67,277.65,280.88,275.82,
32.data.14,32,1490612400,0.77,1014.98,0,1.95,10.47,66,1,282.05,276.25,282.05,278.89,279.51,276.25,
32.data.15,32,1490698800,6.62,1017.14,0,1.95,11.05,61,94,282.48,279.95,282.48,279.95,280.6,280.95,
32.data.16,32,1490785200,0.61,1022.25,0,1.95,9.86,52,100,279.95,279.95,279.95,279.95,279.95,279.95,
33.data.0,33,1489402800,,1028.12,0,1.85,1.56,95,34,281.38,271.37,281.38,274.26,278.14,271.37,
33.data.1,33,1489489200,,1035.46,93,1.93,4.81,275,44,281.29,274.35,282.96,279.56,281.51,274.35,
33.data.2,33,1489575600,,1035.05,83,2.18,7.06,297,0,283.15,277.77,283.23,277.77,280.86,280.94,
33.data.3,33,1489662000,,1033.44,87,2.28,3.55,290,0,282.67,275.83,283.63,277.15,280.51,275.83,
33.data.4,33,1489748400,0.42,1017.13,0,2.38,6.2,278,52,283.25,280.01,283.25,280.01,281.21,280.78,
33.data.5,33,1489834800,7.97,1004.3,0,2.33,9.97,254,100,283.35,280.27,283.54,283.54,283.26,280.27,
33.data.6,33,1489921200,9.01,995.64,0,1.95,9.63,254,62,283.12,278.18,283.12,278.18,280.3,282.65,
33.data.7,33,1490007600,3.11,1011.94,0,1.95,7.12,267,28,281.12,276.8,281.12,278.75,280.65,276.8,
33.data.8,33,1490094000,,1014.36,0,1.95,4.38,318,5,280.42,274.82,280.42,274.82,278.19,277.86,
33.data.9,33,1490180400,,1029.22,0,1.95,7.29,77,0,280.6,273.14,280.6,276.05,278.51,273.14,
33.data.10,33,1490266800,,1031.91,0,1.95,7.2,77,0,281.21,273.85,281.21,273.85,277.82,275.93,
33.data.11,33,1490353200,0.28,1025.56,0,1.95,6.06,68,3,279.49,273.01,279.49,274.91,277.11,273.01,
33.data.12,33,1490439600,,1014.41,0,1.95,8.14,98,44,280.3,274.16,280.3,278.54,280.12,274.16,0.01
33.data.13,33,1490526000,,1009.56,0,1.95,8.61,88,14,283.47,277.57,283.47,278.85,282.03,277.57,
33.data.14,33,1490612400,3.91,1007.48,0,1.95,10.68,69,43,281.95,277.75,281.95,278.84,279.91,277.75,
33.data.15,33,1490698800,6.64,1008.83,0,1.95,9.4,65,80,283.63,281.15,283.63,281.9,282.7,281.15,
33.data.16,33,1490785200,2.15,1013.94,0,1.95,9.37,53,100,281.9,281.9,281.9,281.9,281.9,281.9,
34.data.0,34,1489399200,,997.12,0,11.47,2.18,57,0,303.23,291.31,303.23,291.31,297.39,295.14,
34.data.1,34,1489485600,,992.62,63,10.85,2.08,22,24,300.16,290.88,303.98,294.1,303.46,290.88,
34.data.2,34,1489572000,1.71,984.07,52,10.95,3.26,6,24,304.17,290.68,308.35,295.3,301.68,290.68,
34.data.3,34,1489658400,1.49,993.85,71,10.78,3.76,174,80,296.79,293.06,297.47,293.06,296.28,293.71,
34.data.4,34,1489744800,0.66,997.48,0,10.3,2.6,41,27,300.6,293.81,300.6,293.81,296.56,294.73,
34.data.5,34,1489827600,1.34,995.59,0,9.92,3.51,37,6,302.35,291.99,302.35,291.99,295.96,296.62,
34.data.6,34,1489914000,0.39,996.45,0,9.23,2.72,89,0,303.57,292.43,303.57,292.43,297.45,296.3,
34.data.7,34,1490000400,3.12,991.07,0,9.23,3.73,46,0,304.57,295.2,304.57,295.2,298.6,296.4,
34.data.8,34,1490086800,5.18,995.92,0,9.23,6.82,186,40,299.22,294.12,299.22,294.12,295.54,295.11,
34.data.9,34,1490173200,3.64,995.79,0,9.23,5.51,176,51,298.3,295.15,298.3,295.15,295.91,295.34,
34.data.10,34,1490259600,1.28,991.79,0,9.23,4.5,187,37,301.26,292.45,301.26,292.45,296.52,296.23,
34.data.11,34,1490346000,0.53,987.26,0,9.23,2.09,157,0,305.99,295.46,305.99,295.46,298.66,296.11,
34.data.12,34,1490432400,6.22,996.57,0,9.23,6.94,177,27,299.5,292.59,299.5,292.59,294.97,295.76,
34.data.13,34,1490518800,4.48,1002.67,0,9.23,3.56,147,55,295.12,289.25,295.12,289.25,292.98,293.22,
34.data.14,34,1490605200,2.64,999.58,0,9.23,2.39,21,32,297.25,290.69,297.25,290.69,293.91,292.35,
34.data.15,34,1490691600,,995.86,0,9.23,3.74,11,0,303.98,292.8,303.98,292.8,298.15,294.3,
34.data.16,34,1490778000,,996.92,0,9.23,2.65,16,1,292.8,292.8,292.8,292.8,292.8,292.8,
35.data.0,35,1489471200,,586.33,17,10.11,2.85,232,44,280.42,261.41,280.42,261.41,271.95,270.53,0.02
35.data.1,35,1489557600,,592.26,13,9.78,1.54,268,0,274.24,255.98,275.12,260.91,270.8,255.98,
35.data.2,35,1489644000,,587.64,21,10.19,1.18,212,44,275.23,256.37,275.23,262.96,270.67,256.37,0.71
35.data.3,35,1489730400,,572.99,0,9.38,1.73,206,42,270.18,255.95,270.18,261.06,266.2,255.95,4.14
35.data.4,35,1489816800,,573.47,0,9.51,1.8,256,54,268.37,254.76,268.37,254.76,264.85,256.36,1.97
35.data.5,35,1489903200,,576.82,0,9.78,1.21,221,60,269.05,249.74,269.05,257.1,264.77,249.74,1.15
35.data.6,35,1489989600,,573.85,0,9.78,1.27,232,38,267.95,254.98,267.95,256.9,264.52,254.98,5.46
35.data.7,35,1490076000,,579.37,0,9.78,3.26,293,76,265.11,250.89,265.11,250.89,262.32,255.95,1.14
35.data.8,35,1490162400,0.22,579,0,9.78,2.46,262,24,274.19,251.52,274.19,257.66,270.45,251.52,0.73
35.data.9,35,1490248800,,578.79,0,9.78,2.17,283,27,272.93,257.65,272.93,259.37,268.91,257.65,1.46
35.data.10,35,1490335200,,579.75,0,9.78,2.35,264,4,274.06,256.2,274.06,259.46,270.19,256.2,0.54
35.data.11,35,1490421600,0.58,578.53,0,9.78,1.8,236,37,275.36,254.71,275.36,261.17,270.45,254.71,1.25
35.data.12,35,1490508000,0.54,577.66,0,9.78,1.79,216,40,274.92,256.69,274.92,263.03,271.27,256.69,1.7
35.data.13,35,1490594400,0.61,579.78,0,9.78,1.16,210,49,276,256.55,276,265.66,272.4,256.55,1.71
35.data.14,35,1490680800,1.07,579.98,0,9.78,0.58,174,41,275.15,263.24,275.15,266.8,271.38,263.24,4.37
35.data.15,35,1490767200,,577.43,0,9.78,1.06,230,81,265.05,265.05,265.05,265.05,265.05,265.05,0.62
36.data.0,36,1489399200,8.32,1013.74,0,3.33,5.12,263,98,280.63,279.36,280.63,279.36,279.89,279.84,
36.data.1,36,1489485600,9.67,1030.72,100,4.16,5.88,301,92,278.65,277.61,280.45,280.45,279.86,277.61,
36.data.2,36,1489572000,0.53,1032.87,100,3.45,6.01,1,76,281.42,280.4,281.42,280.4,281.13,281.03,
36.data.3,36,1489658400,1.11,1028.38,100,4.31,3.71,247,92,280.39,279.98,280.98,280.41,280.98,280.21,
36.data.4,36,1489744800,4.23,1015.1,0,3.85,5.86,21,60,281.1,277.31,281.1,277.31,279.26,279.48,
36.data.5,36,1489831200,0.91,1013.83,0,4.16,3.19,249,0,282.35,278.47,282.35,280.69,280.46,278.47,
36.data.6,36,1489917600,0.52,1010.03,0,3.95,2.66,245,13,285.67,281.23,285.67,281.23,282.85,281.55,
36.data.7,36,1490004000,9.21,1002.42,0,3.95,2.68,172,18,287.82,282.2,287.82,282.2,285.3,282.3,
36.data.8,36,1490090400,6.5,1013.96,0,3.95,3.37,344,44,281.82,278.52,281.82,278.52,280.04,280.76,
36.data.9,36,1490176800,,1016.65,0,3.95,3.72,76,0,284.4,280.24,284.4,280.3,281.76,280.24,
36.data.10,36,1490263200,,1013.68,0,3.95,4.73,30,32,284.21,279.75,284.21,279.75,280.87,281.08,
36.data.11,36,1490349600,1.49,1011.58,0,3.95,5.68,47,56,283.04,280.56,283.04,280.56,281.26,280.61,
36.data.12,36,1490436000,6.67,1007.31,0,3.95,4.84,40,94,282.25,280.84,282.25,280.84,281.27,280.91,
36.data.13,36,1490522400,1.7,1007.33,0,3.95,2.05,358,31,283.37,279.9,283.37,279.9,281.78,281.07,
36.data.14,36,1490608800,,1011.33,0,3.95,2.22,193,8,286.2,282.05,286.2,283.39,283.86,282.05,
36.data.15,36,1490695200,0.27,1015.32,0,3.95,2.25,162,0,290.23,284.45,290.23,284.75,286.65,284.45,
36.data.16,36,1490781600,,1016.98,0,3.95,1.91,133,23,284.75,284.75,284.75,284.75,284.75,284.75,
37.data.0,37,1489420800,,1013.41,77,12.08,5.61,111,8,297.58,296.57,297.58,296.57,297.58,297.58,
37.data.1,37,1489507200,1.27,1015.53,80,11.67,4.65,118,8,299.76,295.43,302.1,296.83,302.1,295.43,
37.data.2,37,1489593600,2.1,1015.11,78,11.74,0.07,243,68,299.98,294.57,300.61,297.06,299.3,294.57,
37.data.3,37,1489680000,4.35,1015.35,0,11.78,4.63,66,54,299.43,296.58,299.43,296.58,297.3,297.18,
37.data.4,37,1489766400,6.29,1017.01,0,13.18,7.41,74,59,297.61,296.07,297.61,296.07,296.66,296.55,
37.data.5,37,1489852800,5.91,1017.35,0,12.6,7.78,80,32,297.91,296.1,297.91,296.55,296.79,296.1,
37.data.6,37,1489939200,3.4,1015.63,0,11.96,5.88,72,33,298.45,296.15,298.45,296.15,296.68,296.17,
37.data.7,37,1490025600,2.9,1015.58,0,11.96,7.14,79,8,298.5,295.91,298.5,295.91,297,296.22,
37.data.8,37,1490112000,1.63,1015.35,0,11.96,7.41,87,65,298.44,296.07,298.44,296.49,297.42,296.07,
37.data.9,37,1490198400,1.51,1013.91,0,11.96,8.59,96,56,299.11,296.6,299.11,296.63,297.6,296.6,
37.data.10,37,1490284800,5.29,1011.35,0,11.96,4.28,99,60,299.92,295.61,299.92,295.61,297.3,296.71,
37.data.11,37,1490371200,0.68,1010.97,0,11.96,0.99,349,10,300.51,296.24,300.51,297.21,298.31,296.24,
37.data.12,37,1490457600,0.84,1011.34,0,11.96,1.96,16,12,301.02,296.77,301.02,296.77,298.49,297.2,
37.data.13,37,1490544000,4.72,1013.64,0,11.96,4.74,25,6,300.83,296.45,300.83,296.45,298.75,297.57,
37.data.14,37,1490630400,9.98,1015.43,0,11.96,8.12,67,35,298.56,296.6,298.56,296.65,297.09,296.6,
37.data.15,37,1490716800,4.35,1013.78,0,11.96,7.99,89,30,299.5,296.58,299.5,298.05,298.05,296.58,
38.data.0,38,1489467600,,985.55,68,1.18,3.3,220,80,271.39,268.98,271.39,270.31,270.42,268.98,0.31
38.data.1,38,1489554000,,986.29,62,1.15,3.09,265,68,270.59,264.76,270.62,264.76,268.95,269.53,0.61
38.data.2,38,1489640400,,998.04,53,1.25,3.08,256,32,267.13,261.37,267.13,263.86,265.27,261.37,0.05
38.data.3,38,1489726800,,1004.43,0,1.58,2.17,290,4,267.28,260.1,267.28,261.96,264.85,260.1,
38.data.4,38,1489813200,,1002.48,0,1.44,4.23,231,86,266.07,261.86,266.35,264.81,266.35,261.86,0.79
38.data.5,38,1489899600,,1003.8,0,1.59,2.21,286,49,268.9,260.09,268.92,267.75,268.92,260.09,0.06
38.data.6,38,1489986000,,1009.14,0,1.59,2.06,310,21,273.25,266.43,273.25,268.4,271.02,266.43,0.19
38.data.7,38,1490072400,,1004.53,0,1.59,3.16,268,42,271.81,266.15,271.81,267.54,271.02,266.15,0.07
38.data.8,38,1490158800,,998.68,0,1.59,2.99,279,17,274.49,266.47,274.49,270.76,272.95,266.47,0.04
38.data.9,38,1490245200,,993.21,0,1.59,3.58,268,65,274.78,270.35,274.78,271.42,274.06,270.35,0.14
38.data.10,38,1490331600,,987.48,0,1.59,3.68,274,40,275.66,271.3,275.66,272.36,274.94,271.3,0.27
38.data.11,38,1490418000,,973.5,0,1.59,4.75,225,13,276.66,270.36,276.66,273.77,275.1,270.36,0.05
38.data.12,38,1490504400,,971.41,0,1.59,4.13,317,84,270.57,265.63,272.09,265.63,267.72,272.09,2.94
38.data.13,38,1490590800,,984.27,0,1.59,4.32,182,29,270.2,263.35,272.56,272.56,269.9,263.35,1.57
38.data.14,38,1490677200,,974.14,0,1.59,5.22,255,63,269.8,265.6,271.19,265.6,268.03,271.19,1.8
38.data.15,38,1490763600,,976.65,0,1.59,1.58,242,32,263.15,263.15,263.15,263.15,263.15,263.15,
39.data.0,39,1489460400,,1025.35,86,2.69,4.55,354,76,276.23,272.46,276.38,272.46,274.91,275.15,0.24
39.data.1,39,1489546800,,1029.72,80,2.79,4.56,354,0,275.78,269.63,276.54,269.63,274.82,271.35,0
39.data.2,39,1489633200,0.4,1027.02,76,2.87,1.96,349,0,276.81,268.75,277.38,270.68,275.49,268.75,
39.data.3,39,1489719600,0.34,1023.69,0,3.12,1.38,335,9,277.33,271.21,277.33,271.21,273.45,274.23,
39.data.4,39,1489806000,,1026.8,0,3.17,2.32,191,24,278.07,272.71,278.07,272.71,274,274.96,
39.data.5,39,1489892400,0.71,1025.68,0,3.31,3.23,338,6,278.95,275.09,278.95,275.5,277.02,275.09,
39.data.6,39,1489978800,0.55,1027.18,0,3.31,1.12,206,16,279,274.65,279,274.65,276.22,276.48,
39.data.7,39,1490065200,0.91,1020.55,0,3.31,1.27,152,80,277.61,274.19,277.61,274.19,275.42,275.75,
39.data.8,39,1490151600,0.35,1017.93,0,3.31,5.08,288,19,276.64,272.36,276.64,272.36,274.5,274.17,0.04
39.data.9,39,1490238000,0.5,1018.94,0,3.31,4.26,286,28,276.98,271.82,276.98,271.82,274.36,274.75,0
39.data.10,39,1490324400,0.66,1016.05,0,3.31,2.99,241,19,277.31,272.66,277.31,272.66,274.34,275.45,0
39.data.11,39,1490410800,1.78,1010.99,0,3.31,4.47,196,27,277.31,272.32,277.31,272.32,274.85,276.11,
39.data.12,39,1490497200,0.89,1011.74,0,3.31,2.44,229,60,277.82,272.78,277.82,272.78,275.67,275.14,
39.data.13,39,1490583600,0.65,1020.34,0,3.31,3.48,202,10,279.45,274.51,279.45,274.51,276.5,275.9,
39.data.14,39,1490670000,,1016.7,0,3.31,2.77,223,0,281.85,275.35,281.85,275.35,277.28,276.64,
39.data.15,39,1490756400,,1017.38,0,3.31,0.54,195,79,278.65,278.65,278.65,278.65,278.65,278.65,
40.data.0,40,1489474800,,595.82,82,7.67,0.85,205,64,259.7,254.61,261.12,254.61,259.96,255.38,0.2
40.data.1,40,1489561200,,599.31,84,8.33,0.59,154,48,257.54,253.03,260.1,257.21,260.1,253.03,0.98
40.data.2,40,1489647600,,598.58,82,8.29,0.58,150,36,257.13,252.81,260.44,255.91,260.07,253.02,0.31
40.data.3,40,1489734000,,585.76,0,8.64,0.47,144,46,259.73,251.86,259.73,251.86,259.4,255.9,0.95
40.data.4,40,1489816800,,587.05,0,9.38,0.89,100,45,255.62,250.86,258.75,253.56,258.75,250.86,0.26
40.data.5,40,1489903200,,586.95,0,9.84,0.21,286,68,258.05,251.05,258.97,251.05,258.97,253.04,0.86
40.data.6,40,1489989600,,588.85,0,9.84,0.24,248,34,255.3,246.5,257.27,246.5,257.27,250.18,0.04
40.data.7,40,1490076000,,592.95,0,9.84,0.4,138,19,255.46,246,259.92,255.89,259.92,246,0.51
40.data.8,40,1490162400,,590.75,0,9.84,0.86,173,96,261.24,255.82,263.65,260.06,263.65,255.82,5.78
40.data.9,40,1490248800,,589.53,0,9.84,0.44,198,34,263.18,258.75,263.91,258.97,263.91,258.75,3.83
40.data.10,40,1490335200,,588.05,0,9.84,0.79,221,37,263.51,258.8,263.84,259.11,263.84,258.8,3.08
40.data.11,40,1490421600,,588.87,0,9.84,0.79,253,58,263.91,257.47,263.91,257.47,263.6,259.01,2.91
40.data.12,40,1490508000,,590.22,0,9.84,0.27,341,39,260.77,251.73,260.82,251.73,260.82,257.94,0.23
40.data.13,40,1490594400,,592.15,0,9.84,0.77,91,8,256.75,249.9,259.2,250.36,259.2,249.9,0.02
40.data.14,40,1490680800,,594.17,0,9.84,0.55,78,15,254.45,247.44,258.13,249.4,258.13,247.44,
40.data.15,40,1490767200,,593.85,0,9.84,1.01,95,30,246.7,246.7,246.7,246.7,246.7,246.7,0.01
41.data.0,41,1489395600,,1005.63,0,0.59,1.82,243,15,268.83,266.57,268.83,268.14,266.74,266.57,0.04
41.data.1,41,1489482000,,982.49,90,0.64,3.73,202,92,272.27,263.8,272.86,271.05,271.96,263.8,1.88
41.data.2,41,1489568400,,963.8,88,0.86,3.71,203,88,272.72,270.63,273.35,272.55,272.68,270.63,2.12
41.data.3,41,1489654800,,963.94,91,0.76,2.26,234,80,273.84,268.56,274.57,268.56,272.48,270.36,0.87
41.data.4,41,1489741200,,979.44,0,0.72,4.27,166,92,275.05,272.03,275.05,272.91,273.71,272.03,2.35
41.data.5,41,1489827600,,970.05,0,0.76,4.1,176,78,274.05,272.77,274.05,273.79,273.81,272.77,2.48
41.data.6,41,1489914000,,964.84,0,0.8,2.78,177,39,274.12,272.13,274.12,272.13,272.85,273.35,1.96
41.data.7,41,1490000400,,970.19,0,0.8,2.79,230,57,273.87,270.85,273.87,270.85,271.65,272.65,2.05
41.data.8,41,1490086800,,983.15,0,0.8,0.67,118,75,273.67,266.97,273.67,266.97,270.94,269.96,0.59
41.data.9,41,1490173200,,994.16,0,0.8,5.23,301,35,273.2,269.39,273.2,269.9,269.81,269.39,0.37
